,citing author name,citing paper title,cited paper title,affiliated institution,latitude,longitude,county,city,state,country
528,Yongming Rao,Hornet: Efficient high-order spatial interactions with recursive gated convolutions,MaxViT: Multi-axis Vision Transformer,Tencent,13.7871932,100.5746341,,Bangkok,,Thailand
529,Jelena Vlaović,Content dependent representation selection model for systems based on MPEG DASH,Content adaptive tiling method based on user access preference for streaming panoramic video,Sveučilište J. J. Strossmayera u Osijeku,45.5609202,18.6958797,Osijek-Baranja County,Osijek,,Croatia
530,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
531,Antonio Ortega,Rate-distortion optimization with alternative references for UGC video compression,Efficient user-generated video quality prediction,University of Southern California,34.02186895,-118.285857923125,Los Angeles County,Los Angeles,California,United States
532,Zhengzhong Tu,UGC-VQA: Benchmarking blind video quality assessment for user generated content,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
533,Runsheng Xu,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,UCLA,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
534,Zhijian hao,Blind Video Quality Assessment via Space-Time Slice Statistics,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
535,Wei Dai,Vmaf and variants: Towards a unified vqa,Regression or classification? new methods to evaluate no-reference picture and video quality models,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
536,Yutong Wang,Federated vehicular transformers and their federations: Privacy-preserving computing and cooperation for autonomous driving,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Institute of Automation,54.1720834,12.0790983,,Rostock,Mecklenburg-Vorpommern,Germany
537,long lan,Analysis of video quality datasets via design of minimalistic video quality models,Subjective quality assessment of user-generated content gaming videos,NUDT,28.229020900000002,112.99483204403164,,Kaifu,Hunan,China
538,Alan Bovik,A completely blind video quality evaluator,Regression or classification? new methods to evaluate no-reference picture and video quality models,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
539,Ivan Bajic,Metaverse: A Young Gamer's Perspective,Subjective quality assessment of user-generated content gaming videos,Simon Fraser University,49.276709600000004,-122.91780296438841,Metro Vancouver Regional District,Burnaby,British Columbia,Canada
540,Qi Zheng,Blind Video Quality Assessment via Space-Time Slice Statistics,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,"Fudan University, Shanghai, China",31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
541,Wei Lu,A deep learning based no-reference quality assessment model for ugc videos,A comparative evaluation of temporal pooling methods for blind video quality assessment,Sun Yat-sen University,23.09960335,113.29235087324346,,Haizhu District,Guangdong Province,China
542,Guangtao Zhai,A deep learning based no-reference quality assessment model for ugc videos,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
543,Wenliang Zhao,Hornet: Efficient high-order spatial interactions with recursive gated convolutions,MAXIM: Multi-Axis MLP for Image Processing,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
544,Yanyu Li,Efficientformer: Vision transformers at mobilenet speed,MaxViT: Multi-axis Vision Transformer,Northeastern University,42.33895455,-71.08805803336392,Suffolk County,Boston,Massachusetts,United States
545,Chris Choy,Voxformer: Sparse voxel transformer for camera-based 3d semantic scene completion,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,NVIDIA,45.5344957,-122.886274,Washington County,Hillsboro,Oregon,United States
546,Avinab Saha,Study of subjective and objective quality assessment of mobile cloud gaming videos,Subjective quality assessment of user-generated content gaming videos,The University of Texas at Austin,30.27715345,-97.73440380486116,Travis County,Austin,Texas,United States
547,Meng Zonglin,HYDRO-3D: Hybrid object detection and tracking for cooperative perception using 3D LiDAR,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
548,Chaofeng Chen,Discovqa: Temporal distortion-content transformers for video quality assessment,Efficient user-generated video quality prediction,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
549,Qi Zheng,Faver: Blind quality prediction of variable frame rate videos,BBAND Index: a No-Reference Banding Artifact Predictor,"Fudan University, Shanghai, China",31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
550,Zicheng Zhang,Q-align: Teaching lmms for visual scoring via discrete text-defined levels,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Shanghai Jiaotong University,31.2143785,121.4680316,,Shanghai,Shanghai,China
551,Zhi Li,Learning to distort images using generative adversarial networks,BBAND Index: a No-Reference Banding Artifact Predictor,Researcher,41.6567749,41.6398829,,Batumi,Autonomous Republic of Adjara,Georgia
552,Param Hanji,Robust estimation of exposure ratios in multi-exposure image stacks,BBAND Index: a No-Reference Banding Artifact Predictor,University of Cambridge,52.210945550000005,0.09200497637871279,Cambridgeshire,Cambridge,England,United Kingdom
553,Vishnu Pandi Chellapandi,Federated learning for connected and automated vehicles: A survey of existing approaches and challenges,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Cummins Inc.,39.2026383,-85.9212809,Bartholomew County,Columbus,Indiana,United States
554,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
555,Duolikun Danier,BVI-VFI: A video quality database for video frame interpolation,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,University of Edinburgh,55.94407645,-3.1883735563964555,,City of Edinburgh,Scotland,United Kingdom
556,Yuan-Gen Wang,Texture information boosts video quality assessment,Regression or classification? new methods to evaluate no-reference picture and video quality models,Guangzhou University,23.044604,113.36958610020251,,Panyu District,Guangdong Province,China
557,Ming-Hsuan Yang,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MaxViT: Multi-axis Vision Transformer,Merced,37.1641544,-120.7678602,Merced County,,California,United States
558,Chaofeng Chen,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,Efficient user-generated video quality prediction,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
559,Zhi Li,Perceptual video quality prediction emphasizing chroma distortions,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
560,Chaofeng Chen,Q-align: Teaching lmms for visual scoring via discrete text-defined levels,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
561,Shangchen Zhou,Flexicurve: Flexible piecewise curves estimation for photo retouching,Pik-Fix: Restoring and Colorizing Old Photos,NTU,25.01688615,121.53852099555085,,Taipei,,Taiwan
562,Sanghyun Woo,Convnext v2: Co-designing and scaling convnets with masked autoencoders,MaxViT: Multi-axis Vision Transformer,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
563,Tongyu Zong,Progressive Frame Patching for FoV-based Point Cloud Video Streaming,Content adaptive tiling method based on user access preference for streaming panoramic video,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
564,Zhengzhong Tu,RAPIQUE: Rapid and accurate video quality prediction of user generated content,A comparative evaluation of temporal pooling methods for blind video quality assessment,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
565,Jiaqi Ma,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MaxViT: Multi-axis Vision Transformer,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
566,Radu Timofte,The ninth NTIRE 2024 efficient super-resolution challenge report,MAXIM: Multi-Axis MLP for Image Processing,Computer Vision,23.0281188,89.4005223,Abhaynagar Upazila,,Khulna Division,Bangladesh
567,Woo Kyoung Han,ABCD: Arbitrary Bitwise Coefficient for De-quantization,Adaptive debanding filter,Korea University,36.6108905,127.2934246,,Sejong,,South Korea
568,Shengqian Han,Sight Guidance Enhanced VR Video Transmission,Content adaptive tiling method based on user access preference for streaming panoramic video,Beihang University (BUAA),39.9809427,116.34097867654876,,Haidian District,Beijing,China
569,Xiangxu YU,RAPIQUE: Rapid and accurate video quality prediction of user generated content,BBAND Index: a No-Reference Banding Artifact Predictor,Washington University in St. Louis,38.64724015,-90.30840174694748,Saint Louis County,St. Louis,Missouri,United States
570,Yiming Li,Voxformer: Sparse voxel transformer for camera-based 3d semantic scene completion,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,NYU,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
571,Li-Heng Chen,ProxIQA: A proxy approach to perceptual optimization of learned image compression,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
